Date,Price,Open,High,Low,Volume,Chg%
"Jun 11, 2015","26,892","26,958","26,970","26,790",11.00K,-0.29%
"Jun 10, 2015","26,971","26,865","27,072","26,837",10.67K,0.38%
"Jun 09, 2015","26,868","26,822","26,926","26,770",11.77K,0.27%
"Jun 08, 2015","26,795","26,780","26,840","26,725",8.72K,0.90%
"Jun 05, 2015","26,555","26,610","26,798","26,350",0.01K,-0.23%
"Jun 04, 2015","26,617","26,850","26,850","26,517",0.09K,-0.71%
"Jun 03, 2015","26,808","26,893","26,900","26,550",0.09K,-0.16%
"Jun 02, 2015","26,850","26,641","26,900","26,641",0.29K,0.59%
"Jun 01, 2015","26,692","26,831","26,984","26,666",2.96K,-0.63%
"May 29, 2015","26,860","26,875","26,925","26,780",9.72K,0.00%
"May 28, 2015","26,861","26,860","26,916","26,712",11.51K,-0.06%
"May 27, 2015","26,877","26,957","26,975","26,835",11.15K,-0.06%
"May 26, 2015","26,892","27,140","27,195","26,862",13.72K,-0.99%
"May 25, 2015","27,161","27,096","27,175","27,082",5.37K,0.29%
"May 22, 2015","27,082","27,159","27,297","27,053",11.58K,-0.10%
"May 21, 2015","27,108","27,278","27,318","27,089",12.27K,-0.65%
"May 20, 2015","27,284","27,260","27,364","27,186",11.65K,-0.04%
"May 19, 2015","27,296","27,580","27,580","27,258",17.27K,-1.16%
"May 18, 2015","27,617","27,519","27,685","27,505",11.08K,0.56%
"May 15, 2015","27,463","27,400","27,480","27,246",13.66K,0.11%
"May 14, 2015","27,434","27,450","27,595","27,370",15.26K,-0.34%
"May 13, 2015","27,528","27,110","27,568","27,051",21.03K,1.33%
"May 12, 2015","27,167","26,860","27,241","26,860",19.68K,1.22%
"May 11, 2015","26,839","26,913","26,952","26,778",13.52K,-0.19%
"May 08, 2015","26,889","26,912","27,014","26,821",13.43K,-0.17%
"May 07, 2015","26,934","26,912","27,040","26,845",14.55K,0.09%
"May 06, 2015","26,911","26,950","27,054","26,813",12.85K,0.12%
"May 05, 2015","26,880","26,836","27,020","26,776",13.69K,0.04%
"May 04, 2015","26,868","26,697","26,959","26,697",7.66K,0.87%
"May 01, 2015","26,636","26,660","26,689","26,490",7.66K,-0.30%
"Apr 30, 2015","26,716","27,160","27,279","26,655",19.25K,-1.92%
"Apr 29, 2015","27,238","27,123","27,274","27,064",13.10K,0.18%
"Apr 28, 2015","27,190","27,070","27,212","26,970",13.42K,0.40%
"Apr 27, 2015","27,083","26,771","27,135","26,707",16.10K,1.43%
"Apr 24, 2015","26,701","26,867","26,959","26,630",14.87K,-0.74%
"Apr 23, 2015","26,900","26,640","26,917","26,635",12.02K,1.04%
"Apr 22, 2015","26,624","26,853","26,960","26,606",13.96K,-1.16%
"Apr 21, 2015","26,936","26,880","26,950","26,753",10.00K,0.37%
"Apr 20, 2015","26,837","26,845","26,967","26,768",12.12K,0.09%
"Apr 17, 2015","26,812","26,617","26,840","26,617",11.17K,0.63%
"Apr 16, 2015","26,645","26,710","26,845","26,568",13.28K,-0.34%
"Apr 15, 2015","26,737","26,532","26,765","26,476",13.36K,0.73%
"Apr 14, 2015","26,544","26,622","26,622","26,387",9.23K,-0.58%
"Apr 13, 2015","26,699","26,760","26,815","26,629",10.96K,-0.31%
"Apr 10, 2015","26,781","26,577","26,840","26,534",13.63K,0.98%
"Apr 09, 2015","26,521","26,700","26,700","26,462",13.02K,-0.89%
"Apr 08, 2015","26,760","26,880","26,929","26,671",10.91K,-0.43%
"Apr 07, 2015","26,875","26,980","26,980","26,852",9.69K,-0.45%
"Apr 06, 2015","26,997","26,645","27,095","26,645",13.04K,1.50%
"Apr 03, 2015","26,597","26,597","26,597","26,597",0,0.49%
"Apr 01, 2015","26,466","26,295","26,520","26,145",1.12K,1.00%
"Mar 31, 2015","26,204","26,208","26,344","26,156",8.01K,-0.25%
"Mar 30, 2015","26,270","26,430","26,459","26,235",11.57K,-1.13%
"Mar 27, 2015","26,569","26,675","26,758","26,387",15.66K,-0.87%
"Mar 26, 2015","26,801","26,590","26,988","26,562",15.97K,1.20%
"Mar 25, 2015","26,483","26,280","26,498","26,212",14.26K,0.50%
"Mar 24, 2015","26,351","26,169","26,389","26,135",13.44K,0.58%
"Mar 23, 2015","26,198","26,162","26,220","26,080",11.02K,0.06%
"Mar 20, 2015","26,182","25,980","26,236","25,900",16.84K,0.85%
"Mar 19, 2015","25,962","25,740","25,997","25,740",18.86K,1.27%
"Mar 18, 2015","25,637","25,631","25,697","25,500",16.02K,0.08%
"Mar 17, 2015","25,617","25,721","25,830","25,521",20.19K,-0.64%
"Mar 16, 2015","25,783","25,875","25,941","25,706",13.11K,-0.50%
"Mar 14, 2015","25,912","25,912","25,912","25,912",0,0.08%
"Mar 13, 2015","25,890","25,720","25,918","25,720",18.01K,0.92%
"Mar 12, 2015","25,655","25,660","25,860","25,562",21.43K,-0.12%
"Mar 11, 2015","25,685","25,950","25,950","25,653",18.94K,-0.90%
"Mar 10, 2015","25,919","25,962","26,079","25,780",21.99K,-0.40%
"Mar 09, 2015","26,024","26,073","26,129","26,001",11.85K,0.05%
"Mar 06, 2015","26,012","26,460","26,484","25,982",13.35K,-1.78%
"Mar 05, 2015","26,484","26,565","26,627","26,435",11.97K,-0.24%
"Mar 04, 2015","26,547","26,411","26,579","26,409",14.02K,0.45%
"Mar 03, 2015","26,427","26,500","26,590","26,380",13.71K,-0.31%
"Mar 02, 2015","26,510","26,600","26,769","26,500",14.40K,0.12%
"Feb 28, 2015","26,477","26,166","26,515","26,069",12.23K,0.95%
"Feb 27, 2015","26,227","26,240","26,335","26,105",12.92K,0.04%
"Feb 26, 2015","26,216","26,245","26,370","26,175",13.50K,0.36%
"Feb 25, 2015","26,123","26,079","26,319","26,079",16.30K,0.25%
"Feb 24, 2015","26,059","26,228","26,259","25,976",17.99K,-0.36%
"Feb 23, 2015","26,153","26,228","26,321","25,955",18.32K,-0.48%
"Feb 21, 2015","26,279","26,279","26,279","26,279",0,0.01%
"Feb 20, 2015","26,277","26,260","26,399","26,151",15.42K,0.04%
"Feb 19, 2015","26,266","26,245","26,510","26,234",15.73K,0.49%
"Feb 18, 2015","26,137","26,244","26,346","26,070",15.25K,-0.31%
"Feb 17, 2015","26,219","26,650","26,650","26,182",12.78K,-1.82%
"Feb 16, 2015","26,704","26,720","26,870","26,680",6.88K,0.05%
"Feb 13, 2015","26,691","26,606","26,787","26,598",12.58K,0.65%
"Feb 12, 2015","26,519","26,609","26,800","26,508",15.75K,-0.55%
